filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template	calibration_strand_genome_template	calibration_strand_identity_template	calibration_strand_accuracy_template	aligned_speed_bps_template	barcode_arrangement	barcode_score	barcode_full_arrangement	front_score	rear_score	front_begin_index	front_foundseq_length	rear_end_index	rear_foundseq_length	kit	variant
BD105_CAMERA_20180226_FAH57783_MN23500_mux_scan_porevita_fingerscrossed1_93654_read_6_ch_151_strand.fast5	470b4ff9-a2d4-4012-8037-49db7a5a35f7	bc245ecde2138fdcae76cab67998e01845726966	151	6.2485	12.4	9916	False	0.005	9916	12.395	9916	263	2.702	-0.002	filtered_out	-1.0	-1.0	0.0	unclassified	35.9487190246582	NB09_var2	23.77777862548828	35.9487190246582	11	25	60	28	NB	var2
BD105_CAMERA_20180226_FAH57783_MN23500_mux_scan_porevita_fingerscrossed1_93654_read_72_ch_119_strand.fast5	8ef5a2c8-4c99-46b4-b3f8-7754d752be52	bc245ecde2138fdcae76cab67998e01845726966	119	45.873	1.13925	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_mux_scan_porevita_fingerscrossed1_93654_read_78_ch_119_strand.fast5	5e047f52-f2f3-48f9-b95d-75e60ae20b26	bc245ecde2138fdcae76cab67998e01845726966	119	47.78875	1.17275	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10104_ch_320_strand.fast5	88747f30-0840-4c36-abb6-59791f3cd987	706428a8d692e82371236c51e1f9f82ab0f74fa2	320	1109.96775	3.96525	3126	True	0.05725	3126	3.908	3126	1584	10.493	-0.0019	filtered_out	-1.0	-1.0	0.0	barcode10	89.8431396484375	RAB10_var1	89.8431396484375	77.8431396484375	48	52	2	50	RAB	var1
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10129_ch_501_strand.fast5	a279dc48-f0d3-41ef-8ab4-847c1aa8134d	706428a8d692e82371236c51e1f9f82ab0f74fa2	501	1294.91725	1.02275	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10189_ch_56_strand.fast5	ba426dd1-3be6-476e-b72b-b3205b9ab0ce	706428a8d692e82371236c51e1f9f82ab0f74fa2	56	1208.13325	1.0435	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10314_ch_226_strand.fast5	bf90a15e-6dbe-4fc4-8048-29d42b5071ac	706428a8d692e82371236c51e1f9f82ab0f74fa2	226	1300.92225	1.232	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10347_ch_327_strand.fast5	7839a5b5-9331-4f67-a37c-99a500030ac0	706428a8d692e82371236c51e1f9f82ab0f74fa2	327	1696.00825	2.021	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10432_ch_485_strand.fast5	3278ac91-09ed-45dc-b496-31dbc7044862	706428a8d692e82371236c51e1f9f82ab0f74fa2	485	1156.061	3.2615	2584	True	0.03075	2584	3.23075	2584	1495	8.534	-0.0016	filtered_out	-1.0	-1.0	0.0	unclassified	59.33333206176758	RAB07_var2	58.70588302612305	59.33333206176758	46	49	2	45	RAB	var2
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10462_ch_484_strand.fast5	a30615f4-80af-4050-b924-6076ae141ed8	706428a8d692e82371236c51e1f9f82ab0f74fa2	484	1346.403	1.1075	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10477_ch_364_strand.fast5	ab3bac37-c45e-4b18-b3ec-bb45612fc4c2	706428a8d692e82371236c51e1f9f82ab0f74fa2	364	1236.29325	1.09175	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10483_ch_249_strand.fast5	835985af-6735-4882-9274-195902919143	706428a8d692e82371236c51e1f9f82ab0f74fa2	249	1288.05175	1.728	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_1051_ch_89_strand.fast5	682ceb82-79dc-4ac5-bb1b-48855429e41d	706428a8d692e82371236c51e1f9f82ab0f74fa2	89	147.82575	1.38225	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_1053_ch_254_strand.fast5	d1922e15-0e3c-4903-ac44-02506a1272ef	706428a8d692e82371236c51e1f9f82ab0f74fa2	254	209.9925	3.71275	2871	True	0.123	2871	3.58975	2871	1439	7.987	-0.0012	filtered_out	-1.0	-1.0	0.0	unclassified	51.29411697387695	RAB09_var2	39.09803771972656	51.29411697387695	53	44	0	42	RAB	var2
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10556_ch_105_strand.fast5	d11921b5-0e2b-4ace-8550-c34b659853a4	706428a8d692e82371236c51e1f9f82ab0f74fa2	105	1407.19375	4.466	3506	True	0.0835	3506	4.3825	3506	1587	10.466	-0.0017	filtered_out	-1.0	-1.0	0.0	barcode05	91.7254867553711	RAB05_var1	85.80392456054688	91.7254867553711	39	53	2	53	RAB	var1
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10565_ch_120_strand.fast5	bbb8d89d-5cb9-4b5b-9b06-e24f2dd3202e	706428a8d692e82371236c51e1f9f82ab0f74fa2	120	1590.185	1.4155	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10593_ch_490_strand.fast5	bf2f8efc-917b-450b-9291-a72acec11232	706428a8d692e82371236c51e1f9f82ab0f74fa2	490	1257.69725	1.87725	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10659_ch_503_strand.fast5	7d274c8d-6430-458e-acae-066c762cdec7	706428a8d692e82371236c51e1f9f82ab0f74fa2	503	1101.68675	1.07425	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10674_ch_370_strand.fast5	dce30494-7b99-4bb8-9a4d-69f061ac987b	706428a8d692e82371236c51e1f9f82ab0f74fa2	370	1283.56	1.17725	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10686_ch_56_strand.fast5	8ad57cc1-c2de-4903-9411-219cde0dd3af	706428a8d692e82371236c51e1f9f82ab0f74fa2	56	1272.11175	1.09	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_1069_ch_252_strand.fast5	09ec11b1-9e99-43b4-b7e7-e0bf5cd5d503	706428a8d692e82371236c51e1f9f82ab0f74fa2	252	161.29725	4.37925	3451	True	0.06525	3451	4.314	3451	1592	10.212	-0.0015	filtered_out	-1.0	-1.0	0.0	barcode09	80.50980377197266	RAB09_var1	77.49019622802734	80.50980377197266	48	50	1	53	RAB	var1
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10745_ch_41_strand.fast5	8bbdada3-4635-44d5-bca5-c276213dc2a6	706428a8d692e82371236c51e1f9f82ab0f74fa2	41	1403.6255	2.29825	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10784_ch_80_strand.fast5	226dfdf6-4f4f-4bec-9fdc-af9d7e5f86e4	706428a8d692e82371236c51e1f9f82ab0f74fa2	80	1278.79175	1.37525	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_1079_ch_254_strand.fast5	78178d14-f497-471e-8a43-196d6e290ece	706428a8d692e82371236c51e1f9f82ab0f74fa2	254	217.8815	1.02125	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_1090_ch_59_strand.fast5	fbca3b6e-2039-4a37-8216-e80843c65456	706428a8d692e82371236c51e1f9f82ab0f74fa2	59	170.06175	1.1635	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_10964_ch_111_strand.fast5	3dc38a3c-5158-4b24-81ae-6fa41dee0e4d	706428a8d692e82371236c51e1f9f82ab0f74fa2	111	1271.3955	1.25775	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_1100_ch_179_strand.fast5	703d9b05-f09b-4e51-8f10-dd5a4b647035	706428a8d692e82371236c51e1f9f82ab0f74fa2	179	189.30375	1.183	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_11072_ch_321_strand.fast5	ebc0cb5b-389d-476f-a997-b63270471cd9	706428a8d692e82371236c51e1f9f82ab0f74fa2	321	1428.44425	1.096	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_11074_ch_254_strand.fast5	b9daf3d9-6f08-4f2d-9c89-b123625b3246	706428a8d692e82371236c51e1f9f82ab0f74fa2	254	1833.9305	1.0505	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_11112_ch_215_strand.fast5	dc49fbcf-78ea-4b3b-a5a4-cefe9a4a2572	706428a8d692e82371236c51e1f9f82ab0f74fa2	215	1259.26	1.02575	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_11180_ch_114_strand.fast5	62b4d6f3-abeb-4c3c-9337-75fedab662a1	706428a8d692e82371236c51e1f9f82ab0f74fa2	114	1296.416	2.26175	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_11218_ch_95_strand.fast5	ee54a5a9-16aa-4ee5-a20f-f4a1f815f847	706428a8d692e82371236c51e1f9f82ab0f74fa2	95	1333.97625	1.02675	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_11250_ch_116_strand.fast5	f7ae21cc-5c79-46cd-bfb6-eb2c997b584e	706428a8d692e82371236c51e1f9f82ab0f74fa2	116	1346.9825	1.1655	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_11291_ch_23_strand.fast5	43bc0f5b-859c-4ca6-ae12-17607f59249e	706428a8d692e82371236c51e1f9f82ab0f74fa2	23	1076.22525	3.1375	2510	False	0.0	2510	3.1375	2510	1482	6.992	-0.0013	filtered_out	-1.0	-1.0	0.0	unclassified	40.733333587646484	BC07_var2	40.733333587646484	18.27118682861328	79	52	0	42	BC	var2
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_11351_ch_287_strand.fast5	3260b877-22b9-42e4-a1c5-6344e38cb1c7	706428a8d692e82371236c51e1f9f82ab0f74fa2	287	1586.648	4.37425	3460	True	0.049	3460	4.32525	3460	1608	11.134	-0.0014	filtered_out	-1.0	-1.0	0.0	barcode02	99.05882263183594	RAB02_var2	99.05882263183594	78.66666412353516	54	51	5	46	RAB	var2
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_11479_ch_230_strand.fast5	a70591b7-1782-491b-b5e8-80dc9bba4eee	706428a8d692e82371236c51e1f9f82ab0f74fa2	230	1341.59025	1.08325	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_114_ch_95_strand.fast5	fa947188-acc6-41cc-9733-52533c8fa854	706428a8d692e82371236c51e1f9f82ab0f74fa2	95	19.0955	1.41475	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_1155_ch_114_strand.fast5	86fca7bb-cb97-4e9c-8378-72fc198128e1	706428a8d692e82371236c51e1f9f82ab0f74fa2	114	170.42	1.0465	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_11689_ch_123_strand.fast5	6ca1cb67-9cfd-42ca-8364-b890342669a5	706428a8d692e82371236c51e1f9f82ab0f74fa2	123	1410.154	4.04075	3134	True	0.1225	3134	3.91825	3134	1573	10.056	-0.0015	filtered_out	-1.0	-1.0	0.0	barcode07	93.13725280761719	RAB07_var1	93.13725280761719	69.96078491210938	51	49	0	49	RAB	var1
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_11755_ch_391_strand.fast5	ab3471f2-ebd7-4c40-b7d9-1b4f405f7476	706428a8d692e82371236c51e1f9f82ab0f74fa2	391	1599.8495	1.02	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_11970_ch_48_strand.fast5	e658fe19-e02a-410a-9942-f710290360f3	706428a8d692e82371236c51e1f9f82ab0f74fa2	48	1395.621	1.2095	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_1209_ch_302_strand.fast5	c8bc8f92-ec62-4be8-b0c3-7a5d7051b640	706428a8d692e82371236c51e1f9f82ab0f74fa2	302	171.639	1.02475	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_1220_ch_305_strand.fast5	546dd30e-606d-47e5-8414-4baff5055809	706428a8d692e82371236c51e1f9f82ab0f74fa2	305	181.99125	1.21175	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_12430_ch_489_strand.fast5	fc9f5f03-2481-416b-ac85-89520edd52f8	706428a8d692e82371236c51e1f9f82ab0f74fa2	489	1537.6245	1.345	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_12452_ch_180_strand.fast5	a94d0675-abd1-4194-94f7-2db807c6bf01	706428a8d692e82371236c51e1f9f82ab0f74fa2	180	1444.73725	3.70475	2916	True	0.059	2916	3.64575	2916	1545	9.78	-0.0018	filtered_out	-1.0	-1.0	0.0	barcode10	79.09803771972656	RAB10_var2	79.09803771972656	78.39215850830078	38	48	2	44	RAB	var2
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_12455_ch_320_strand.fast5	4cca74a1-6e11-43b0-b8ce-0c207dc21d68	706428a8d692e82371236c51e1f9f82ab0f74fa2	320	1351.00975	1.44525	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_12477_ch_105_strand.fast5	33621186-bea1-4d8f-81f3-121ab6550e16	706428a8d692e82371236c51e1f9f82ab0f74fa2	105	1639.46425	1.23125	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_1264_ch_167_strand.fast5	dea35dfd-bd88-4bbd-8d71-d9447106d002	706428a8d692e82371236c51e1f9f82ab0f74fa2	167	228.25675	1.0715	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_12700_ch_302_strand.fast5	c24481c9-de9f-42db-9235-7c47b7bf0aeb	706428a8d692e82371236c51e1f9f82ab0f74fa2	302	1450.46425	1.19975	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_12878_ch_189_strand.fast5	7843e18b-ebe4-4faf-ab21-3a3a44e20c30	706428a8d692e82371236c51e1f9f82ab0f74fa2	189	1964.05075	1.59425	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_1287_ch_95_strand.fast5	65912726-4f29-4912-8a88-be900d34da7a	706428a8d692e82371236c51e1f9f82ab0f74fa2	95	179.183	1.05825	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180226_FAH57783_MN23500_sequencing_run_porevita_fingerscrossed1_49232_read_12923_ch_189_strand.fast5	0aaf188c-02c9-4ebb-a286-d601e8cac821	706428a8d692e82371236c51e1f9f82ab0f74fa2	189	1969.21475	1.58175	1216	True	0.06175	1216	1.52	1216	665	8.995	-0.0022	filtered_out	-1.0	-1.0	0.0	barcode06	83.2549057006836	RAB06_var1	83.2549057006836	28.0	53	54	1	38	RAB	var1
